"race","race_state","state","state_long","type","year","pollster","samplesize","startdate","enddate","democrat_name","democrat_poll","democrat_result","republican_name","republican_poll","republican_result"
"2016_Pres_NE","2016_Pres_NE","NE","nebraska","Pres",2016,"Google Consumer Surveys",193,2016-08-24,2016-08-30,"clinton",28.7,34.3,"trump",34.35,59.9
"2016_Pres_NJ","2016_Pres_NJ","NJ","new jersey","Pres",2016,"Google Consumer Surveys",729,2016-09-07,2016-09-13,"clinton",36.27,55.5,"trump",33.98,41.4
"2016_Pres_AL","2016_Pres_AL","AL","alabama","Pres",2016,"Google Consumer Surveys",358,2016-08-31,2016-09-06,"clinton",21.28,34.4,"trump",55.58,62.1
"2016_Pres_MA","2016_Pres_MA","MA","massachusetts","Pres",2016,"Google Consumer Surveys",444,2016-08-31,2016-09-06,"clinton",43.78,60,"trump",24.19,32.8
"2016_Pres_MN","2016_Pres_MN","MN","minnesota","Pres",2016,"Mason-Dixon Polling & Research, Inc.",800,2016-04-25,2016-04-27,"clinton",48,46.4,"trump",35,44.9
"2016_Pres_WV","2016_Pres_WV","WV","west virginia","Pres",2016,"Ipsos",183,2016-07-29,2016-08-18,"clinton",38.93,26.5,"trump",48.45,68.6
"2016_Pres_ND","2016_Pres_ND","ND","north dakota","Pres",2016,"Google Consumer Surveys",78,2016-08-10,2016-08-16,"clinton",22.03,27.2,"trump",43.01,63
"2016_Pres_MI","2016_Pres_MI","MI","michigan","Pres",2016,"Mitchell Research & Communications",940,2016-09-06,2016-09-07,"clinton",45,47.3,"trump",39,47.5
"2016_Pres_KS","2016_Pres_KS","KS","kansas","Pres",2016,"Ipsos",274,2016-08-05,2016-08-25,"clinton",37.35,36.1,"trump",47.97,56.7
"2016_Pres_MI","2016_Pres_MI","MI","michigan","Pres",2016,"Ipsos",613,2016-08-26,2016-09-08,"clinton",42.74,47.3,"trump",41.32,47.5
"2016_Pres_NY","2016_Pres_NY","NY","new york","Pres",2016,"Baruch College",1306,2016-04-05,2016-04-10,"clinton",51,59,"trump",35,36.5
"2016_Pres_GA","2016_Pres_GA","GA","georgia","Pres",2016,"Ipsos",525,2016-08-19,2016-09-01,"clinton",41.1,45.9,"trump",47.01,51
"2016_Pres_PA","2016_Pres_PA","PA","pennsylvania","Pres",2016,"Gravis Marketing",1958,2016-06-27,2016-06-28,"clinton",49.5,47.9,"trump",48,48.6
"2016_Pres_MS","2016_Pres_MS","MS","mississippi","Pres",2016,"Ipsos",214,2016-07-29,2016-08-18,"clinton",38.33,40.1,"trump",51.86,57.9
"2016_Pres_CA","2016_Pres_CA","CA","california","Pres",2016,"Google Consumer Surveys",1374,2016-09-14,2016-09-20,"clinton",46.39,61.7,"trump",28.05,31.6
"2016_Pres_NY","2016_Pres_NY","NY","new york","Pres",2016,"Google Consumer Surveys",844,2016-09-14,2016-09-20,"clinton",41.56,59,"trump",28.23,36.5
"2016_Pres_NE","2016_Pres_NE","NE","nebraska","Pres",2016,"Ipsos",136,2016-08-05,2016-08-25,"clinton",45.02,34.3,"trump",41.5,59.9
"2016_Pres_VA","2016_Pres_VA","VA","virginia","Pres",2016,"Ipsos",713,2016-08-19,2016-09-01,"clinton",50.06,49.8,"trump",36.87,44.4
"2016_Pres_OK","2016_Pres_OK","OK","oklahoma","Pres",2016,"Ipsos",320,2016-08-05,2016-08-25,"clinton",31.99,28.9,"trump",54.42,65.3
"2016_Pres_NV","2016_Pres_NV","NV","nevada","Pres",2016,"Ipsos",253,2016-08-05,2016-08-25,"clinton",40.86,47.9,"trump",38.78,45.5
"2016_Pres_MN","2016_Pres_MN","MN","minnesota","Pres",2016,"Google Consumer Surveys",426,2016-09-07,2016-09-13,"clinton",34.49,46.4,"trump",25.54,44.9
"2016_Pres_ID","2016_Pres_ID","ID","idaho","Pres",2016,"Google Consumer Surveys",164,2016-08-17,2016-08-23,"clinton",25.88,27.5,"trump",36.13,59.3
"2016_Pres_IA","2016_Pres_IA","IA","iowa","Pres",2016,"Ipsos",288,2016-08-05,2016-08-25,"clinton",43.05,41.7,"trump",39.52,51.1
"2016_Pres_AR","2016_Pres_AR","AR","arkansas","Pres",2016,"Google Consumer Surveys",196,2016-08-17,2016-08-23,"clinton",27.6,33.7,"trump",39.6,60.6
"2016_Pres_WY","2016_Pres_WY","WY","wyoming","Pres",2016,"Google Consumer Surveys",66,2016-08-10,2016-08-16,"clinton",21.98,21.9,"trump",40.77,68.2
"2016_Pres_MS","2016_Pres_MS","MS","mississippi","Pres",2016,"Google Consumer Surveys",277,2016-08-17,2016-08-23,"clinton",23.07,40.1,"trump",53.52,57.9
"2016_Pres_PA","2016_Pres_PA","PA","pennsylvania","Pres",2016,"Google Consumer Surveys",831,2016-09-07,2016-09-13,"clinton",33.59,47.9,"trump",36.18,48.6
"2016_Pres_AK","2016_Pres_AK","AK","alaska","Pres",2016,"Google Consumer Surveys",88,2016-08-10,2016-08-16,"clinton",31.73,36.6,"trump",28.39,51.3
"2016_Pres_MI","2016_Pres_MI","MI","michigan","Pres",2016,"Glengariff Group, Inc.",600,2016-05-24,2016-05-26,"clinton",36.8,47.3,"trump",32.7,47.5
"2016_Pres_NY","2016_Pres_NY","NY","new york","Pres",2016,"Ipsos",451,2016-08-26,2016-09-01,"clinton",50,59,"trump",28.47,36.5
"2016_Pres_MO","2016_Pres_MO","MO","missouri","Pres",2016,"Ipsos",297,2016-08-12,2016-08-25,"clinton",39.68,38.1,"trump",46.1,56.8
"2016_Pres_HI","2016_Pres_HI","HI","hawaii","Pres",2016,"Google Consumer Surveys",76,2016-08-10,2016-08-16,"clinton",53.27,62.2,"trump",22.95,30
"2016_Pres_ID","2016_Pres_ID","ID","idaho","Pres",2016,"Ipsos",186,2016-07-29,2016-08-18,"clinton",30.39,27.5,"trump",44.22,59.3
"2016_Pres_SD","2016_Pres_SD","SD","south dakota","Pres",2016,"Google Consumer Surveys",95,2016-08-10,2016-08-16,"clinton",24.68,31.7,"trump",34.67,61.5
"2016_Pres_MN","2016_Pres_MN","MN","minnesota","Pres",2016,"Google Consumer Surveys",632,2016-08-31,2016-09-06,"clinton",34.61,46.4,"trump",26.85,44.9
"2016_Pres_AL","2016_Pres_AL","AL","alabama","Pres",2016,"Ipsos",385,2016-08-05,2016-08-25,"clinton",42.06,34.4,"trump",48.14,62.1
"2016_Pres_NM","2016_Pres_NM","NM","new mexico","Pres",2016,"Google Consumer Surveys",184,2016-08-24,2016-08-30,"clinton",36.08,48.3,"trump",27.95,40
"2016_Pres_TX","2016_Pres_TX","TX","texas","Pres",2016,"Google Consumer Surveys",1218,2016-09-07,2016-09-13,"clinton",28.76,43.2,"trump",39.7,52.2
"2016_Pres_IL","2016_Pres_IL","IL","illinois","Pres",2016,"Google Consumer Surveys",1226,2016-09-07,2016-09-13,"clinton",37.79,55.8,"trump",29.41,38.8
"2016_Pres_KY","2016_Pres_KY","KY","kentucky","Pres",2016,"Google Consumer Surveys",380,2016-08-24,2016-08-30,"clinton",36.67,32.7,"trump",32.51,62.5
"2016_Pres_CT","2016_Pres_CT","CT","connecticut","Pres",2016,"Google Consumer Surveys",309,2016-08-24,2016-08-30,"clinton",40.68,54.6,"trump",25.54,40.9
"2016_Pres_NY","2016_Pres_NY","NY","new york","Pres",2016,"Marist College",1987,2016-04-06,2016-04-10,"clinton",61,59,"trump",32,36.5
"2016_Pres_FL","2016_Pres_FL","FL","florida","Pres",2016,"Ipsos",616,2016-09-02,2016-09-08,"clinton",46.88,47.8,"trump",47.17,49
"2016_Pres_IN","2016_Pres_IN","IN","indiana","Pres",2016,"Ipsos",283,2016-08-12,2016-08-25,"clinton",34.06,37.8,"trump",55.4,56.9
"2016_Pres_CT","2016_Pres_CT","CT","connecticut","Pres",2016,"Ipsos",387,2016-08-05,2016-08-25,"clinton",49.91,54.6,"trump",37.43,40.9
"2016_Pres_SC","2016_Pres_SC","SC","south carolina","Pres",2016,"Google Consumer Surveys",425,2016-08-24,2016-08-30,"clinton",31.75,40.7,"trump",41.66,54.9
"2016_Pres_VT","2016_Pres_VT","VT","vermont","Pres",2016,"Google Consumer Surveys",67,2016-08-10,2016-08-16,"clinton",59.87,56.7,"trump",9.46,30.3
"2016_Pres_MN","2016_Pres_MN","MN","minnesota","Pres",2016,"Ipsos",523,2016-08-12,2016-08-25,"clinton",43.51,46.4,"trump",34.62,44.9
"2016_Pres_OR","2016_Pres_OR","OR","oregon","Pres",2016,"Ipsos",402,2016-08-12,2016-09-01,"clinton",44.3,50.1,"trump",39.17,39.1
"2016_Pres_GA","2016_Pres_GA","GA","georgia","Pres",2016,"Google Consumer Surveys",573,2016-08-31,2016-09-06,"clinton",31.85,45.9,"trump",40.74,51
"2016_Pres_OH","2016_Pres_OH","OH","ohio","Pres",2016,"Google Consumer Surveys",828,2016-09-07,2016-09-13,"clinton",31.14,43.5,"trump",34.34,51.7
"2016_Pres_CO","2016_Pres_CO","CO","colorado","Pres",2016,"Google Consumer Surveys",626,2016-08-31,2016-09-06,"clinton",37.36,48.2,"trump",28.53,43.3
"2016_Pres_TN","2016_Pres_TN","TN","tennessee","Pres",2016,"Ipsos",371,2016-08-12,2016-08-25,"clinton",32.71,34.7,"trump",45.65,60.7
"2016_Pres_AL","2016_Pres_AL","AL","alabama","Pres",2016,"Google Consumer Surveys",455,2016-08-24,2016-08-30,"clinton",17.11,34.4,"trump",56.17,62.1
"2016_Pres_LA","2016_Pres_LA","LA","louisiana","Pres",2016,"Ipsos",326,2016-08-05,2016-08-25,"clinton",39.41,38.4,"trump",50.38,58.1
"2016_Pres_DC","2016_Pres_DC","DC","district of columbia","Pres",2016,"Google Consumer Surveys",54,2016-08-10,2016-08-16,"clinton",44.16,90.9,"trump",24.78,4.1
"2016_Pres_AZ","2016_Pres_AZ","AZ","arizona","Pres",2016,"Google Consumer Surveys",635,2016-08-31,2016-09-06,"clinton",34.87,45.1,"trump",34.6,48.7
"2016_Pres_IL","2016_Pres_IL","IL","illinois","Pres",2016,"Ipsos",788,2016-08-12,2016-08-18,"clinton",56.22,55.8,"trump",29.58,38.8
"2016_Pres_MD","2016_Pres_MD","MD","maryland","Pres",2016,"Google Consumer Surveys",483,2016-08-24,2016-08-30,"clinton",45.83,60.3,"trump",24.29,33.9
"2016_Pres_WA","2016_Pres_WA","WA","washington","Pres",2016,"Google Consumer Surveys",587,2016-08-31,2016-09-06,"clinton",41.52,54.3,"trump",25.56,38.1
"2016_Pres_KY","2016_Pres_KY","KY","kentucky","Pres",2016,"Ipsos",413,2016-08-05,2016-08-25,"clinton",43.04,32.7,"trump",45.34,62.5
"2016_Pres_NV","2016_Pres_NV","NV","nevada","Pres",2016,"Google Consumer Surveys",242,2016-08-17,2016-08-23,"clinton",30.03,47.9,"trump",41.46,45.5
"2016_Pres_FL","2016_Pres_FL","FL","florida","Pres",2016,"Google Consumer Surveys",1347,2016-09-07,2016-09-13,"clinton",30.85,47.8,"trump",41.04,49
"2016_Pres_IN","2016_Pres_IN","IN","indiana","Pres",2016,"Google Consumer Surveys",715,2016-08-31,2016-09-06,"clinton",29.21,37.8,"trump",35.57,56.9
"2016_Pres_TX","2016_Pres_TX","TX","texas","Pres",2016,"Ipsos",915,2016-08-12,2016-08-18,"clinton",32.35,43.2,"trump",45.87,52.2
"2016_Pres_OK","2016_Pres_OK","OK","oklahoma","Pres",2016,"Google Consumer Surveys",245,2016-08-17,2016-08-23,"clinton",24.4,28.9,"trump",42.18,65.3
"2016_Pres_KS","2016_Pres_KS","KS","kansas","Pres",2016,"Google Consumer Surveys",217,2016-08-24,2016-08-30,"clinton",43.82,36.1,"trump",26.61,56.7
"2016_Pres_NH","2016_Pres_NH","NH","new hampshire","Pres",2016,"Google Consumer Surveys",70,2016-08-10,2016-08-16,"clinton",51.53,46.8,"trump",20.86,46.5
"2016_Pres_VA","2016_Pres_VA","VA","virginia","Pres",2016,"Google Consumer Surveys",560,2016-08-31,2016-09-06,"clinton",36.11,49.8,"trump",29.32,44.4
"2016_Pres_MT","2016_Pres_MT","MT","montana","Pres",2016,"Google Consumer Surveys",118,2016-08-17,2016-08-23,"clinton",35.91,35.9,"trump",28.11,56.5
"2016_Pres_MO","2016_Pres_MO","MO","missouri","Pres",2016,"Google Consumer Surveys",637,2016-08-31,2016-09-06,"clinton",35.45,38.1,"trump",31.19,56.8
"2016_Pres_NE","2016_Pres_NE","NE","nebraska","Pres",2016,"Ipsos",185,2016-07-29,2016-08-18,"clinton",34.72,34.3,"trump",49.39,59.9
"2016_Pres_TX","2016_Pres_TX","TX","texas","Pres",2016,"Ipsos",443,2016-08-19,2016-08-25,"clinton",32.13,43.2,"trump",45.36,52.2
"2016_Pres_MD","2016_Pres_MD","MD","maryland","Pres",2016,"ABC News/Washington Post",752,2016-03-30,2016-04-03,"clinton",63,60.3,"trump",28,33.9
"2016_Pres_NC","2016_Pres_NC","NC","north carolina","Pres",2016,"Google Consumer Surveys",738,2016-08-31,2016-09-06,"clinton",30.2,46.2,"trump",39.03,49.8
"2016_Pres_NH","2016_Pres_NH","NH","new hampshire","Pres",2016,"Ipsos",163,2016-07-29,2016-08-18,"clinton",40.68,46.8,"trump",39.45,46.5
"2016_Pres_PA","2016_Pres_PA","PA","pennsylvania","Pres",2016,"Ipsos",343,2016-08-26,2016-09-01,"clinton",48.05,47.9,"trump",41.77,48.6
"2016_Pres_IL","2016_Pres_IL","IL","illinois","Pres",2016,"Ipsos",366,2016-08-19,2016-08-25,"clinton",52.63,55.8,"trump",26.24,38.8
"2016_Pres_TN","2016_Pres_TN","TN","tennessee","Pres",2016,"Google Consumer Surveys",498,2016-08-24,2016-08-30,"clinton",27.05,34.7,"trump",44.62,60.7
"2016_Pres_ME","2016_Pres_ME","ME","maine","Pres",2016,"Ipsos",210,2016-07-29,2016-08-18,"clinton",32.92,48,"trump",37.19,45
"2016_Pres_NV","2016_Pres_NV","NV","nevada","Pres",2016,"Ipsos",350,2016-07-29,2016-08-18,"clinton",39.99,47.9,"trump",38.33,45.5
"2016_Pres_DE","2016_Pres_DE","DE","delaware","Pres",2016,"Google Consumer Surveys",94,2016-08-10,2016-08-16,"clinton",34.47,53.4,"trump",32.29,41.9
"2016_Pres_AZ","2016_Pres_AZ","AZ","arizona","Pres",2016,"Behavior Research Center (Rocky Mountain)",564,2016-04-04,2016-04-11,"clinton",42,45.1,"trump",35,48.7
"2016_Pres_MA","2016_Pres_MA","MA","massachusetts","Pres",2016,"Google Consumer Surveys",485,2016-08-24,2016-08-30,"clinton",48.64,60,"trump",23.46,32.8
"2016_Pres_AZ","2016_Pres_AZ","AZ","arizona","Pres",2016,"Ipsos",365,2016-08-19,2016-09-01,"clinton",41.38,45.1,"trump",44.56,48.7
"2016_Pres_WV","2016_Pres_WV","WV","west virginia","Pres",2016,"Google Consumer Surveys",100,2016-08-10,2016-08-16,"clinton",34.34,26.5,"trump",38.67,68.6
"2016_Pres_VA","2016_Pres_VA","VA","virginia","Pres",2016,"Public Policy Polling",1032,2016-06-13,2016-06-15,"clinton",42,49.8,"trump",39,44.4
"2016_Pres_AR","2016_Pres_AR","AR","arkansas","Pres",2016,"Ipsos",290,2016-07-29,2016-08-18,"clinton",39.83,33.7,"trump",44.73,60.6
"2016_Pres_LA","2016_Pres_LA","LA","louisiana","Pres",2016,"Google Consumer Surveys",286,2016-08-17,2016-08-23,"clinton",21.03,38.4,"trump",51.78,58.1
"2016_Pres_CA","2016_Pres_CA","CA","california","Pres",2016,"Ipsos",534,2016-08-26,2016-09-01,"clinton",62.67,61.7,"trump",24.2,31.6
"2016_Pres_KS","2016_Pres_KS","KS","kansas","Pres",2016,"Ipsos",333,2016-07-29,2016-08-18,"clinton",37.04,36.1,"trump",47.54,56.7
"2016_Pres_WI","2016_Pres_WI","WI","wisconsin","Pres",2016,"Ipsos",454,2016-08-12,2016-08-25,"clinton",36.15,46.5,"trump",39.27,47.2
"2016_Pres_MA","2016_Pres_MA","MA","massachusetts","Pres",2016,"Ipsos",399,2016-08-12,2016-08-25,"clinton",46.28,60,"trump",32.51,32.8
"2016_Pres_NY","2016_Pres_NY","NY","new york","Pres",2016,"Google Consumer Surveys",923,2016-09-07,2016-09-13,"clinton",39.81,59,"trump",31.36,36.5
"2016_Pres_OR","2016_Pres_OR","OR","oregon","Pres",2016,"Google Consumer Surveys",404,2016-08-24,2016-08-30,"clinton",42.39,50.1,"trump",27.93,39.1
"2016_Pres_NJ","2016_Pres_NJ","NJ","new jersey","Pres",2016,"Google Consumer Surveys",742,2016-08-31,2016-09-06,"clinton",35.95,55.5,"trump",33.11,41.4
"2016_Pres_OR","2016_Pres_OR","OR","oregon","Pres",2016,"Clout Research/Wenzel Strategies",657,2016-05-10,2016-05-13,"clinton",42,50.1,"trump",44,39.1
"2016_Pres_IL","2016_Pres_IL","IL","illinois","Pres",2016,"Marist College",1968,2016-03-04,2016-03-10,"clinton",57,55.8,"trump",32,38.8
"2016_Pres_OH","2016_Pres_OH","OH","ohio","Pres",2016,"Ipsos",375,2016-08-26,2016-09-01,"clinton",43.1,43.5,"trump",45.95,51.7
"2016_Pres_WA","2016_Pres_WA","WA","washington","Pres",2016,"Ipsos",349,2016-08-12,2016-08-25,"clinton",49.27,54.3,"trump",32.57,38.1
"2016_Pres_CA","2016_Pres_CA","CA","california","Pres",2016,"Google Consumer Surveys",1544,2016-09-07,2016-09-13,"clinton",43.37,61.7,"trump",26.36,31.6
"2016_Pres_IA","2016_Pres_IA","IA","iowa","Pres",2016,"Ipsos",369,2016-07-29,2016-08-18,"clinton",41.22,41.7,"trump",41.45,51.1
"2016_Pres_MD","2016_Pres_MD","MD","maryland","Pres",2016,"Ipsos",525,2016-08-05,2016-08-25,"clinton",53.02,60.3,"trump",30.47,33.9
"2016_Pres_FL","2016_Pres_FL","FL","florida","Pres",2016,"YouGov",1192,2016-06-21,2016-06-24,"clinton",44,47.8,"trump",41,49
"2016_Pres_NC","2016_Pres_NC","NC","north carolina","Pres",2016,"Ipsos",404,2016-08-19,2016-09-01,"clinton",48.92,46.2,"trump",43.83,49.8
"2016_Pres_NY","2016_Pres_NY","NY","new york","Pres",2016,"Ipsos",1006,2016-08-12,2016-08-18,"clinton",51.99,59,"trump",29.64,36.5
"2016_Pres_WI","2016_Pres_WI","WI","wisconsin","Pres",2016,"Google Consumer Surveys",784,2016-08-31,2016-09-06,"clinton",40.83,46.5,"trump",29.07,47.2
"2016_Pres_OK","2016_Pres_OK","OK","oklahoma","Pres",2016,"Ipsos",386,2016-07-29,2016-08-18,"clinton",29.21,28.9,"trump",58.44,65.3
"2016_Pres_MI","2016_Pres_MI","MI","michigan","Pres",2016,"Google Consumer Surveys",615,2016-08-31,2016-09-06,"clinton",35.17,47.3,"trump",29.24,47.5
"2016_Pres_NY","2016_Pres_NY","NY","new york","Pres",2016,"Ipsos",500,2016-08-19,2016-08-25,"clinton",53.3,59,"trump",31.38,36.5
"2016_Pres_IA","2016_Pres_IA","IA","iowa","Pres",2016,"Google Consumer Surveys",325,2016-08-24,2016-08-30,"clinton",33.58,41.7,"trump",32.81,51.1
"2016_Pres_NY","2016_Pres_NY","NY","new york","Pres",2016,"Emerson College",1047,2016-04-15,2016-04-17,"clinton",55,59,"trump",36,36.5
"2016_Pres_KS","2016_Pres_KS","KS","kansas","Pres",2016,"Google Consumer Surveys",275,2016-08-17,2016-08-23,"clinton",40.04,36.1,"trump",26.88,56.7
"2016_Pres_MS","2016_Pres_MS","MS","mississippi","Pres",2016,"Mason-Dixon Polling & Research, Inc.",625,2016-03-28,2016-03-30,"clinton",43,40.1,"trump",46,57.9
"2016_Pres_MO","2016_Pres_MO","MO","missouri","Pres",2016,"Ipsos",365,2016-08-05,2016-08-18,"clinton",46.15,38.1,"trump",41.13,56.8
"2016_Pres_CA","2016_Pres_CA","CA","california","Pres",2016,"YouGov",1187,2016-05-31,2016-06-03,"clinton",48,61.7,"trump",33,31.6
"2016_Pres_NE","2016_Pres_NE","NE","nebraska","Pres",2016,"Google Consumer Surveys",174,2016-08-17,2016-08-23,"clinton",24.5,34.3,"trump",38.25,59.9
"2016_Pres_NM","2016_Pres_NM","NM","new mexico","Pres",2016,"Google Consumer Surveys",201,2016-08-17,2016-08-23,"clinton",41.65,48.3,"trump",25.13,40
"2016_Pres_WI","2016_Pres_WI","WI","wisconsin","Pres",2016,"St. Norbert College",616,2016-04-12,2016-04-15,"clinton",46,46.5,"trump",34,47.2
"2016_Pres_LA","2016_Pres_LA","LA","louisiana","Pres",2016,"Ipsos",424,2016-07-29,2016-08-18,"clinton",38.11,38.4,"trump",48.16,58.1
"2016_Pres_OR","2016_Pres_OR","OR","oregon","Pres",2016,"Ipsos",459,2016-08-05,2016-08-25,"clinton",44.92,50.1,"trump",36.58,39.1
"2016_Pres_PA","2016_Pres_PA","PA","pennsylvania","Pres",2016,"Ipsos",771,2016-08-12,2016-08-18,"clinton",45.79,47.9,"trump",45.28,48.6
"2016_Pres_CT","2016_Pres_CT","CT","connecticut","Pres",2016,"Google Consumer Surveys",327,2016-08-17,2016-08-23,"clinton",43.88,54.6,"trump",26.51,40.9
"2016_Pres_IN","2016_Pres_IN","IN","indiana","Pres",2016,"Ipsos",335,2016-08-05,2016-08-18,"clinton",36.31,37.8,"trump",54.13,56.9
"2016_Pres_CT","2016_Pres_CT","CT","connecticut","Pres",2016,"Emerson College",1043,2016-04-10,2016-04-11,"clinton",48,54.6,"trump",40,40.9
"2016_Pres_GA","2016_Pres_GA","GA","georgia","Pres",2016,"Ipsos",498,2016-08-12,2016-08-25,"clinton",43.33,45.9,"trump",46.33,51
"2016_Pres_PA","2016_Pres_PA","PA","pennsylvania","Pres",2016,"Google Consumer Surveys",808,2016-08-31,2016-09-06,"clinton",33,47.9,"trump",34.57,48.6
"2016_Pres_CO","2016_Pres_CO","CO","colorado","Pres",2016,"Ipsos",568,2016-08-05,2016-08-25,"clinton",43.04,48.2,"trump",39.74,43.3
"2016_Pres_NH","2016_Pres_NH","NH","new hampshire","Pres",2016,"Dartmouth College",362,2016-04-11,2016-04-16,"clinton",34,46.8,"trump",29,46.5
"2016_Pres_SC","2016_Pres_SC","SC","south carolina","Pres",2016,"Ipsos",288,2016-07-29,2016-08-18,"clinton",41.09,40.7,"trump",50.04,54.9
"2016_Pres_VA","2016_Pres_VA","VA","virginia","Pres",2016,"Ipsos",654,2016-08-12,2016-08-25,"clinton",47.58,49.8,"trump",36.67,44.4
"2016_Pres_FL","2016_Pres_FL","FL","florida","Pres",2016,"Ipsos",605,2016-08-26,2016-09-01,"clinton",48.23,47.8,"trump",44.6,49
"2016_Pres_KY","2016_Pres_KY","KY","kentucky","Pres",2016,"Google Consumer Surveys",383,2016-08-17,2016-08-23,"clinton",34.88,32.7,"trump",39.74,62.5
"2016_Pres_MI","2016_Pres_MI","MI","michigan","Pres",2016,"Ipsos",494,2016-08-19,2016-09-01,"clinton",41.5,47.3,"trump",42.49,47.5
"2016_Pres_OH","2016_Pres_OH","OH","ohio","Pres",2016,"Google Consumer Surveys",837,2016-08-31,2016-09-06,"clinton",29.08,43.5,"trump",35.47,51.7
"2016_Pres_ID","2016_Pres_ID","ID","idaho","Pres",2016,"Google Consumer Surveys",166,2016-08-10,2016-08-16,"clinton",24.07,27.5,"trump",40.41,59.3
"2016_Pres_GA","2016_Pres_GA","GA","georgia","Pres",2016,"Time/Abt SRBI",822,2016-05-09,2016-05-12,"clinton",41,45.9,"trump",45,51
"2016_Pres_WA","2016_Pres_WA","WA","washington","Pres",2016,"Google Consumer Surveys",600,2016-08-24,2016-08-30,"clinton",40.49,54.3,"trump",26.91,38.1
"2016_Pres_GA","2016_Pres_GA","GA","georgia","Pres",2016,"Google Consumer Surveys",568,2016-08-24,2016-08-30,"clinton",25.87,45.9,"trump",43.94,51
"2016_Pres_IL","2016_Pres_IL","IL","illinois","Pres",2016,"Google Consumer Surveys",1185,2016-08-31,2016-09-06,"clinton",34.91,55.8,"trump",29.27,38.8
"2016_Pres_OH","2016_Pres_OH","OH","ohio","Pres",2016,"Ipsos",844,2016-08-12,2016-08-18,"clinton",45.31,43.5,"trump",38.71,51.7
"2016_Pres_TX","2016_Pres_TX","TX","texas","Pres",2016,"Google Consumer Surveys",1170,2016-08-31,2016-09-06,"clinton",30.5,43.2,"trump",39.55,52.2
"2016_Pres_CA","2016_Pres_CA","CA","california","Pres",2016,"Ipsos",1203,2016-08-12,2016-08-18,"clinton",63.14,61.7,"trump",26.06,31.6
"2016_Pres_VA","2016_Pres_VA","VA","virginia","Pres",2016,"Google Consumer Surveys",578,2016-08-24,2016-08-30,"clinton",38.52,49.8,"trump",29.96,44.4
"2016_Pres_FL","2016_Pres_FL","FL","florida","Pres",2016,"Saint Leo University",459,2016-06-10,2016-06-16,"clinton",45.8,47.8,"trump",33.1,49
"2016_Pres_ID","2016_Pres_ID","ID","idaho","Pres",2016,"Dan Jones & Associates",603,2016-05-18,2016-06-04,"clinton",32,27.5,"trump",49,59.3
"2016_Pres_TN","2016_Pres_TN","TN","tennessee","Pres",2016,"Ipsos",398,2016-08-05,2016-08-18,"clinton",35.51,34.7,"trump",42.91,60.7
"2016_Pres_NJ","2016_Pres_NJ","NJ","new jersey","Pres",2016,"Ipsos",678,2016-08-12,2016-08-25,"clinton",48.08,55.5,"trump",33.54,41.4
"2016_Pres_MI","2016_Pres_MI","MI","michigan","Pres",2016,"SurveyUSA",904,2016-03-23,2016-03-24,"clinton",49,47.3,"trump",38,47.5
"2016_Pres_NV","2016_Pres_NV","NV","nevada","Pres",2016,"Google Consumer Surveys",282,2016-08-10,2016-08-16,"clinton",31.76,47.9,"trump",35.73,45.5
"2016_Pres_SC","2016_Pres_SC","SC","south carolina","Pres",2016,"Google Consumer Surveys",401,2016-08-17,2016-08-23,"clinton",27.1,40.7,"trump",39.4,54.9
"2016_Pres_AL","2016_Pres_AL","AL","alabama","Pres",2016,"Ipsos",380,2016-07-29,2016-08-18,"clinton",36.3,34.4,"trump",54.53,62.1
"2016_Pres_MN","2016_Pres_MN","MN","minnesota","Pres",2016,"Ipsos",541,2016-08-05,2016-08-18,"clinton",42.1,46.4,"trump",33.97,44.9
"2016_Pres_MS","2016_Pres_MS","MS","mississippi","Pres",2016,"Google Consumer Surveys",268,2016-08-10,2016-08-16,"clinton",17.52,40.1,"trump",52.99,57.9
"2016_Pres_NC","2016_Pres_NC","NC","north carolina","Pres",2016,"Google Consumer Surveys",771,2016-08-24,2016-08-30,"clinton",33.74,46.2,"trump",37.33,49.8
"2016_Pres_MN","2016_Pres_MN","MN","minnesota","Pres",2016,"Google Consumer Surveys",524,2016-08-24,2016-08-30,"clinton",38.29,46.4,"trump",24.77,44.9
"2016_Pres_PA","2016_Pres_PA","PA","pennsylvania","Pres",2016,"Ipsos",334,2016-08-19,2016-08-25,"clinton",49.83,47.9,"trump",43.29,48.6
"2016_Pres_TN","2016_Pres_TN","TN","tennessee","Pres",2016,"Google Consumer Surveys",529,2016-08-17,2016-08-23,"clinton",25.93,34.7,"trump",46.25,60.7
"2016_Pres_NY","2016_Pres_NY","NY","new york","Pres",2016,"Google Consumer Surveys",1033,2016-08-31,2016-09-06,"clinton",37.34,59,"trump",28.83,36.5
"2016_Pres_CO","2016_Pres_CO","CO","colorado","Pres",2016,"Google Consumer Surveys",549,2016-08-24,2016-08-30,"clinton",38.94,48.2,"trump",23.91,43.3
"2016_Pres_AL","2016_Pres_AL","AL","alabama","Pres",2016,"Google Consumer Surveys",414,2016-08-17,2016-08-23,"clinton",17.97,34.4,"trump",56.78,62.1
"2016_Pres_MA","2016_Pres_MA","MA","massachusetts","Pres",2016,"Ipsos",495,2016-08-05,2016-08-18,"clinton",52.52,60,"trump",29.58,32.8
